Date,Australian dollar(AUD),Canadian dollar(CAD),Chinese yuan(CNY),Euro(EUR),Indian rupee(INR),Japanese yen(JPY),U.K. pound(GBP)
01-Dec-2015,0.7264,1.3372,6.3986,1.06,66.518,123.15,1.5078
02-Dec-2015,0.7306,1.336,6.3986,1.0612,66.6158,122.92,1.5033
03-Dec-2015,0.7315,1.3394,6.3977,1.0671,66.745,123.29,1.4933
04-Dec-2015,0.7322,1.3365,6.3981,1.0902,66.8365,122.6,1.5116
07-Dec-2015,0.7332,1.3508,6.4083,1.0809,66.6263,123.28,1.5063
08-Dec-2015,0.7229,1.3593,6.4182,1.0875,66.7983,123.14,1.5
09-Dec-2015,0.722,1.3595,6.4248,1.0941,66.75,122.98,1.5072
10-Dec-2015,0.7285,1.3599,6.4367,1.0943,66.7905,121.61,1.5176
11-Dec-2015,0.7246,1.3696,6.4551,1.095,66.786,121.92,1.515
14-Dec-2015,0.7196,1.3733,6.4583,1.0983,66.994,120.92,1.512
15-Dec-2015,0.725,1.3728,6.4611,1.099,67.0435,121.12,1.5156
16-Dec-2015,0.7204,1.3805,6.4706,1.0933,66.8468,121.88,1.5025
17-Dec-2015,0.7182,1.397,6.482,1.0841,66.6488,122.5,1.4916
18-Dec-2015,0.7134,1.3882,6.4813,1.0836,66.4235,122.5,1.4918
21-Dec-2015,0.7162,1.399,6.4809,1.087,66.324,121.25,1.4898
22-Dec-2015,0.7222,1.3929,6.4783,1.0952,66.2985,121.25,1.4873
23-Dec-2015,0.7233,1.386,6.4765,1.0916,66.202,121.25,1.4888
24-Dec-2015,0.7255,1.3845,6.4783,1.0947,66.202,120.9,1.4921
28-Dec-2015,0.7255,1.3845,6.4869,1.0962,66.138,120.44,1.4921
29-Dec-2015,0.7263,1.385,6.4874,1.0952,66.37,120.33,1.4824
30-Dec-2015,0.7288,1.3884,6.4902,1.0926,66.4243,120.5,1.481
31-Dec-2015,0.7306,1.384,6.4915,1.0887,66.326,120.5,1.4819
04-Jan-2016,0.7223,1.3969,6.5126,1.0898,66.4623,119.51,1.477
05-Jan-2016,0.721,1.3993,6.5196,1.0746,66.5418,119.52,1.4669
06-Jan-2016,0.7123,1.4084,6.5523,1.0742,66.7165,118.5,1.4663
07-Jan-2016,0.7041,1.4061,6.5937,1.0868,66.9115,118.0,1.4566
08-Jan-2016,0.7061,1.4151,6.5888,1.0861,66.669,118.3,1.4602
11-Jan-2016,0.6976,1.4205,6.5848,1.0888,66.7885,118.3,1.4568
12-Jan-2016,0.698,1.4291,6.5766,1.0836,66.8905,117.79,1.4432
13-Jan-2016,0.7033,1.4294,6.5769,1.0816,66.8394,118.23,1.4392
14-Jan-2016,0.693,1.4373,6.5883,1.0893,67.095,117.38,1.4384
15-Jan-2016,0.6948,1.4528,6.587,1.0914,67.4325,118.14,1.4352
19-Jan-2016,0.6875,1.4514,6.5795,1.0868,67.563,117.58,1.4302
20-Jan-2016,0.6867,1.4589,6.5793,1.0907,67.9774,117.0,1.4157
21-Jan-2016,0.6905,1.4243,6.5794,1.0893,68.06,117.25,1.4119
22-Jan-2016,0.7006,1.4151,6.5796,1.0808,67.748,117.8,1.4292
25-Jan-2016,0.7025,1.4252,6.5792,1.0815,67.6428,118.6,1.4235
26-Jan-2016,0.7025,1.4062,6.5797,1.0837,67.6428,118.14,1.4235
27-Jan-2016,0.7021,1.4043,6.5795,1.0888,67.9803,118.27,1.4308
28-Jan-2016,0.7046,1.4073,6.5758,1.0903,68.0858,118.5,1.4307
29-Jan-2016,0.71,1.408,6.5763,1.092,67.8763,121.0,1.4304
01-Feb-2016,0.7072,1.4006,6.5785,1.0884,67.6728,121.3,1.4272
02-Feb-2016,0.7077,1.404,6.5795,1.0919,67.834,120.6,1.4424
03-Feb-2016,0.7015,1.3846,6.5791,1.0933,68.1825,119.6,1.4499
04-Feb-2016,0.7171,1.3726,6.578,1.1206,67.8093,118.05,1.4597
05-Feb-2016,0.719,1.3876,6.5696,1.1202,67.6365,116.82,1.4529
08-Feb-2016,0.709,1.3921,6.5696,1.1101,67.819,117.23,1.4419
09-Feb-2016,0.703,1.382,6.5696,1.1236,68.1623,115.3,1.4423
10-Feb-2016,0.7052,1.3968,6.5696,1.1257,67.8781,114.75,1.4518
11-Feb-2016,0.709,1.393,6.5696,1.1347,68.0155,114.75,1.4421
12-Feb-2016,0.7104,1.3835,6.5696,1.1275,68.4365,112.35,1.4534
16-Feb-2016,0.7155,1.386,6.5118,1.1166,68.336,114.63,1.4421
17-Feb-2016,0.709,1.3684,6.5254,1.1136,68.592,113.8,1.4311
18-Feb-2016,0.7155,1.3721,6.5185,1.1084,68.494,113.98,1.437
19-Feb-2016,0.7107,1.3801,6.5201,1.1096,68.494,112.9,1.4288
22-Feb-2016,0.7167,1.3685,6.5193,1.1026,68.5517,112.92,1.4122
23-Feb-2016,0.7231,1.3792,6.528,1.1002,68.6408,112.2,1.411
24-Feb-2016,0.7181,1.3766,6.5325,1.0981,68.565,111.97,1.3883
25-Feb-2016,0.7175,1.3575,6.5339,1.1027,68.599,112.12,1.3951
26-Feb-2016,0.724,1.3547,6.5369,1.1006,68.7775,112.85,1.3962
29-Feb-2016,0.714,1.3523,6.5476,1.0888,68.616,113.4,1.3854
01-Mar-2016,0.7132,1.3407,6.5432,1.0872,68.158,112.4,1.3972
02-Mar-2016,0.7231,1.3468,6.5519,1.0856,67.7022,114.0,1.4001
03-Mar-2016,0.7308,1.3407,6.5438,1.0901,67.3786,114.1,1.4055
04-Mar-2016,0.7365,1.3337,6.524,1.097,67.2713,113.64,1.4147
07-Mar-2016,0.7414,1.3301,6.5149,1.0953,67.2713,113.7,1.4154
08-Mar-2016,0.7434,1.3389,6.5043,1.1028,67.338,112.9,1.4219
09-Mar-2016,0.7428,1.3236,6.5147,1.0973,67.4632,112.52,1.4219
10-Mar-2016,0.7473,1.3373,6.5158,1.0857,67.051,113.3,1.4207
11-Mar-2016,0.7488,1.3215,6.495,1.109,67.0868,113.28,1.43
14-Mar-2016,0.7587,1.3293,6.495,1.1119,67.023,113.87,1.4345
15-Mar-2016,0.7489,1.3359,6.5092,1.1109,67.229,113.87,1.416
16-Mar-2016,0.7453,1.3362,6.5213,1.1064,67.368,113.45,1.4097
17-Mar-2016,0.7591,1.2984,6.4958,1.1311,66.8806,112.71,1.4363
18-Mar-2016,0.7645,1.2982,6.4699,1.1279,66.6088,111.3,1.4468
21-Mar-2016,0.7584,1.3069,6.486,1.1271,66.504,111.3,1.4393
22-Mar-2016,0.759,1.3051,6.4882,1.1212,66.5411,111.95,1.4293
23-Mar-2016,0.7615,1.3203,6.4959,1.1171,66.864,112.39,1.4175
24-Mar-2016,0.7492,1.3269,6.5118,1.1154,66.864,112.83,1.4122
25-Mar-2016,0.7492,1.3269,6.5164,1.1154,66.864,113.0,1.4122
28-Mar-2016,0.7492,1.3184,6.5127,1.1154,66.668,113.5,1.4122
29-Mar-2016,0.7553,1.3154,6.511,1.1194,66.558,113.61,1.4263
30-Mar-2016,0.7618,1.2962,6.475,1.1324,66.4105,112.6,1.4407
31-Mar-2016,0.7657,1.2971,6.4673,1.1385,66.3329,112.63,1.4403
01-Apr-2016,0.7651,1.3047,6.4644,1.1432,66.3329,112.2,1.4286
04-Apr-2016,0.7638,1.3036,6.4644,1.138,66.243,111.5,1.423
05-Apr-2016,0.7602,1.317,6.4727,1.1367,66.3248,110.85,1.4205
06-Apr-2016,0.7558,1.3077,6.4774,1.1336,66.5807,110.4,1.4071
07-Apr-2016,0.7621,1.3163,6.4706,1.1364,66.4698,109.27,1.4077
08-Apr-2016,0.7535,1.2995,6.478,1.1363,66.4698,108.74,1.4069
11-Apr-2016,0.7559,1.2913,6.471,1.139,66.3925,108.1,1.4235
12-Apr-2016,0.7625,1.2799,6.4647,1.1396,66.495,108.08,1.4317
13-Apr-2016,0.7674,1.2792,6.4666,1.1298,66.4293,108.65,1.4248
14-Apr-2016,0.7656,1.2836,6.4869,1.1252,66.4293,109.4,1.414
15-Apr-2016,0.7711,1.2858,6.4838,1.1284,66.4293,109.73,1.4188
18-Apr-2016,0.7666,1.2815,6.4789,1.1306,66.6663,108.02,1.4194
19-Apr-2016,0.7788,1.2656,6.4723,1.1343,66.6663,109.07,1.437
20-Apr-2016,0.7773,1.2627,6.4672,1.1379,66.2406,109.19,1.4376
21-Apr-2016,0.7812,1.271,6.4763,1.1355,66.293,109.7,1.4376
22-Apr-2016,0.7762,1.2674,6.4926,1.1263,66.4925,109.4,1.4377
25-Apr-2016,0.7762,1.268,6.5013,1.1264,66.6839,111.34,1.4454
26-Apr-2016,0.771,1.2614,6.4925,1.1287,66.733,110.97,1.4565
27-Apr-2016,0.7628,1.2635,6.4908,1.1303,66.546,111.18,1.4608
28-Apr-2016,0.7615,1.2544,6.4821,1.1358,66.4045,111.74,1.4552
29-Apr-2016,0.7655,1.2549,6.4846,1.1403,66.5176,111.74,1.4614
02-May-2016,0.7607,1.2548,6.4846,1.1493,66.3435,106.4,1.4614
03-May-2016,0.7571,1.2686,6.4727,1.1569,66.2698,106.4,1.4672
04-May-2016,0.7501,1.2884,6.4957,1.1505,66.5388,106.4,1.448
05-May-2016,0.75,1.2853,6.5043,1.1439,66.5105,106.4,1.4461
06-May-2016,0.7394,1.2921,6.5042,1.1427,66.583,107.36,1.4505
09-May-2016,0.7371,1.2994,6.5077,1.1395,66.4379,107.55,1.4444
10-May-2016,0.7328,1.2959,6.5175,1.1375,66.7224,108.45,1.4423
11-May-2016,0.7363,1.2836,6.5136,1.1409,66.6958,108.83,1.4424
12-May-2016,0.7335,1.2858,6.51,1.1389,66.5977,108.38,1.4444
13-May-2016,0.73,1.294,6.5192,1.1348,66.7609,108.8,1.4412
16-May-2016,0.7279,1.2887,6.5235,1.1324,66.8216,108.8,1.4351
17-May-2016,0.7348,1.2885,6.5201,1.1318,66.7233,109.02,1.4475
18-May-2016,0.7279,1.2928,6.5326,1.1279,66.9131,109.54,1.4482
19-May-2016,0.7193,1.3116,6.5411,1.1197,67.2307,110.07,1.4636
20-May-2016,0.7239,1.3136,6.5443,1.1219,67.4076,110.0,1.4579
23-May-2016,0.7242,1.3136,6.5502,1.1215,67.3492,109.8,1.4469
24-May-2016,0.7191,1.3118,6.5544,1.1168,67.706,109.28,1.4602
25-May-2016,0.7207,1.309,6.5592,1.1146,67.4467,110.15,1.4662
26-May-2016,0.7214,1.2981,6.5601,1.1168,67.2855,109.7,1.4695
27-May-2016,0.7227,1.3003,6.5613,1.1168,67.0613,109.9,1.4654
31-May-2016,0.7242,1.31,6.5847,1.1154,67.203,111.09,1.4618
01-Jun-2016,0.727,1.3091,6.5894,1.1174,67.3526,110.69,1.4446
02-Jun-2016,0.7239,1.308,6.5779,1.1188,67.2533,109.05,1.4431
03-Jun-2016,0.7246,1.2948,6.5852,1.1154,67.2415,108.96,1.4408
06-Jun-2016,0.7331,1.2856,6.5652,1.1349,66.9614,106.94,1.4392
07-Jun-2016,0.7427,1.2789,6.572,1.1348,66.8305,107.77,1.4588
08-Jun-2016,0.7454,1.2695,6.5704,1.1378,66.737,107.05,1.4569
09-Jun-2016,0.7465,1.2731,6.5704,1.1343,66.625,106.6,1.4466
10-Jun-2016,0.7415,1.2736,6.5704,1.1304,66.7948,107.08,1.442
13-Jun-2016,0.7415,1.2792,6.5842,1.1268,67.0737,106.18,1.4158
14-Jun-2016,0.7401,1.2835,6.5902,1.1225,67.152,106.0,1.4164
15-Jun-2016,0.7374,1.2914,6.5893,1.123,67.1596,106.1,1.4195
16-Jun-2016,0.7391,1.3041,6.584,1.1174,67.2068,104.7,1.4129
17-Jun-2016,0.7389,1.2878,6.5885,1.1254,67.1682,104.7,1.4256
20-Jun-2016,0.7444,1.2807,6.5813,1.1332,67.4087,104.65,1.4623
21-Jun-2016,0.7473,1.2818,6.5766,1.1314,67.4767,104.1,1.4751
22-Jun-2016,0.7461,1.282,6.5832,1.1283,67.557,104.5,1.4679
23-Jun-2016,0.7533,1.2752,6.5827,1.1389,67.3702,104.65,1.4892
24-Jun-2016,0.7387,1.2952,6.606,1.1066,68.0144,101.5,1.3703
27-Jun-2016,0.7409,1.3078,6.6405,1.0998,67.9,102.25,1.321
28-Jun-2016,0.7398,1.3078,6.6521,1.1073,67.8867,102.05,1.334
29-Jun-2016,0.7387,1.2991,6.6521,1.109,67.7443,102.4,1.3422
30-Jun-2016,0.7426,1.3009,6.6445,1.1102,67.6166,102.9,1.3488
01-Jul-2016,0.746,1.3009,6.6581,1.1135,67.441,102.9,1.3288
05-Jul-2016,0.7517,1.2949,6.6687,1.1146,67.4028,102.17,1.316
06-Jul-2016,0.7436,1.3005,6.6891,1.1069,67.4028,100.9,1.2981
07-Jul-2016,0.7521,1.2984,6.6849,1.108,67.4972,100.95,1.3031
08-Jul-2016,0.7488,1.3073,6.688,1.107,67.4584,100.9,1.2983
11-Jul-2016,0.7559,1.3127,6.6882,1.1049,67.1426,100.72,1.2981
12-Jul-2016,0.7588,1.3016,6.6887,1.1092,67.1471,103.0,1.3161
13-Jul-2016,0.7602,1.2965,6.6911,1.1072,67.2046,104.3,1.3297
14-Jul-2016,0.7611,1.2915,6.6879,1.1157,66.9136,104.15,1.322
15-Jul-2016,0.7626,1.2975,6.6828,1.1128,66.9136,105.65,1.3372
18-Jul-2016,0.76,1.2984,6.6988,1.1053,67.1015,105.65,1.3233
19-Jul-2016,0.7529,1.3029,6.6921,1.1035,67.1462,105.9,1.3168
20-Jul-2016,0.7501,1.304,6.6839,1.1013,67.172,106.01,1.317
21-Jul-2016,0.7487,1.3057,6.673,1.1015,67.2035,107.21,1.3185
22-Jul-2016,0.7476,1.3178,6.6682,1.1014,67.1355,105.86,1.3107
25-Jul-2016,0.7485,1.3225,6.679,1.0982,67.243,106.43,1.3131
26-Jul-2016,0.7523,1.3209,6.6765,1.0997,67.368,104.4,1.312
27-Jul-2016,0.7482,1.322,6.6685,1.0991,67.2362,105.15,1.3101
28-Jul-2016,0.7525,1.317,6.6574,1.109,67.055,104.85,1.3149
29-Jul-2016,0.7522,1.3041,6.6532,1.1113,67.034,104.0,1.3177
01-Aug-2016,0.7522,1.3041,6.6379,1.1164,66.7412,102.44,1.3181
02-Aug-2016,0.7547,1.3089,6.6414,1.1193,66.7612,102.45,1.3236
03-Aug-2016,0.7589,1.308,6.629,1.12,66.9368,101.25,1.3346
04-Aug-2016,0.7607,1.3025,6.6383,1.1136,66.9447,101.35,1.3285
05-Aug-2016,0.766,1.318,6.6431,1.1156,66.8141,101.25,1.3159
08-Aug-2016,0.761,1.3164,6.6609,1.1087,66.7407,102.1,1.3066
09-Aug-2016,0.7631,1.3117,6.6622,1.1078,66.9633,102.35,1.2984
10-Aug-2016,0.7695,1.306,6.6476,1.1184,66.7442,101.5,1.3068
11-Aug-2016,0.7701,1.3007,6.6416,1.1153,66.8571,101.5,1.298
12-Aug-2016,0.7691,1.2945,6.6442,1.1158,66.8252,102.04,1.2963
15-Aug-2016,0.7657,1.2922,6.6405,1.118,66.8252,101.3,1.2919
16-Aug-2016,0.7698,1.2862,6.629,1.1295,66.8983,100.28,1.298
17-Aug-2016,0.7671,1.2885,6.631,1.1276,66.8983,100.5,1.3008
18-Aug-2016,0.7711,1.2775,6.6276,1.1321,66.7939,99.8,1.3154
19-Aug-2016,0.7644,1.2878,6.6465,1.1326,66.9296,100.35,1.312
22-Aug-2016,0.7589,1.2942,6.6585,1.1306,67.194,100.76,1.3086
23-Aug-2016,0.7642,1.2902,6.6418,1.1339,67.0885,100.13,1.3181
24-Aug-2016,0.7603,1.294,6.6537,1.1268,67.132,100.35,1.3242
25-Aug-2016,0.7631,1.2937,6.6547,1.129,67.0876,100.45,1.3197
26-Aug-2016,0.764,1.2947,6.6649,1.129,67.0299,100.45,1.3201
29-Aug-2016,0.7551,1.3019,6.6782,1.117,67.181,101.92,1.3085
30-Aug-2016,0.7569,1.3076,6.6793,1.1168,67.0879,101.94,1.3084
31-Aug-2016,0.7514,1.3124,6.6788,1.1132,66.9813,102.96,1.3138
01-Sep-2016,0.7538,1.3107,6.6801,1.1146,66.9539,103.37,1.3246
02-Sep-2016,0.7559,1.2999,6.6797,1.1193,66.8405,103.3,1.3257
06-Sep-2016,0.7629,1.2843,6.6804,1.1159,66.5469,103.5,1.3331
07-Sep-2016,0.7678,1.2895,6.6646,1.1237,66.3618,101.45,1.3381
08-Sep-2016,0.7698,1.2909,6.6634,1.1296,66.4483,101.66,1.3372
09-Sep-2016,0.7652,1.3033,6.6795,1.1268,66.5462,102.25,1.3315
12-Sep-2016,0.7533,1.3077,6.6797,1.1226,66.9017,102.63,1.3265
13-Sep-2016,0.7536,1.3167,6.6797,1.1247,66.9017,101.9,1.327
14-Sep-2016,0.748,1.3189,6.6716,1.1218,66.9642,103.1,1.3199
15-Sep-2016,0.7469,1.3146,6.6716,1.1254,67.0248,102.49,1.3224
16-Sep-2016,0.7511,1.3213,6.6716,1.1226,66.8804,101.95,1.3171
19-Sep-2016,0.7544,1.3181,6.6692,1.1165,66.8737,101.95,1.305
20-Sep-2016,0.7542,1.3228,6.6708,1.1184,67.02,101.92,1.2969
21-Sep-2016,0.7555,1.3186,6.6716,1.115,67.0631,101.78,1.2998
22-Sep-2016,0.7637,1.3039,6.6699,1.1238,66.8451,101.78,1.3053
23-Sep-2016,0.7637,1.3165,6.6698,1.1214,66.6519,101.0,1.2974
26-Sep-2016,0.7624,1.3197,6.6706,1.1262,66.7095,100.8,1.2926
27-Sep-2016,0.7666,1.3248,6.6676,1.122,66.4627,100.78,1.2956
28-Sep-2016,0.7682,1.3242,6.6707,1.1225,66.4482,100.58,1.3018
29-Sep-2016,0.7684,1.3101,6.6708,1.1221,66.5521,101.4,1.3015
30-Sep-2016,0.763,1.3117,6.6704,1.1161,66.6596,101.08,1.2961
03-Oct-2016,0.763,1.3137,6.6704,1.1236,66.533,101.41,1.2885
04-Oct-2016,0.7672,1.317,6.6704,1.1161,66.5559,102.0,1.2765
05-Oct-2016,0.7633,1.3178,6.6704,1.1211,66.5699,102.85,1.2725
06-Oct-2016,0.7596,1.321,6.6704,1.1185,66.6322,103.46,1.2706
07-Oct-2016,0.7573,1.3304,6.6704,1.114,66.7875,103.8,1.2378
11-Oct-2016,0.7552,1.3239,6.7145,1.1079,66.7875,103.95,1.2257
12-Oct-2016,0.7577,1.3277,6.7154,1.102,66.7875,103.63,1.2255
13-Oct-2016,0.7537,1.3219,6.726,1.1038,66.8473,104.5,1.2205
14-Oct-2016,0.7582,1.3168,6.7249,1.1002,66.8481,103.82,1.2235
17-Oct-2016,0.7599,1.3138,6.739,1.0994,66.7779,104.2,1.2162
18-Oct-2016,0.7671,1.3104,6.739,1.0993,66.7268,103.82,1.2281
19-Oct-2016,0.7666,1.3107,6.7395,1.0979,66.7145,103.8,1.2302
20-Oct-2016,0.767,1.3198,6.7396,1.098,66.7411,103.63,1.226
21-Oct-2016,0.763,1.3324,6.7572,1.0886,66.8943,104.12,1.2209
24-Oct-2016,0.7615,1.3388,6.7687,1.0891,66.8625,103.94,1.224
25-Oct-2016,0.7629,1.3334,6.7772,1.0872,66.8777,104.46,1.2233
26-Oct-2016,0.7683,1.336,6.7682,1.0925,66.7621,104.35,1.2214
27-Oct-2016,0.7631,1.3386,6.7777,1.0927,66.8854,104.56,1.226
28-Oct-2016,0.7597,1.3385,6.7796,1.0922,66.8566,105.25,1.2135
31-Oct-2016,0.7613,1.3403,6.7699,1.0946,66.8566,104.8,1.2171
01-Nov-2016,0.7653,1.3379,6.775,1.1025,66.714,104.85,1.2234
02-Nov-2016,0.7624,1.339,6.7642,1.1095,66.8294,103.82,1.23105
03-Nov-2016,0.7668,1.3386,6.7593,1.1064,66.6942,103.82,1.24615
04-Nov-2016,0.768,1.3412,6.7618,1.1093,66.7219,103.06,1.24985
07-Nov-2016,0.7674,1.3383,6.7752,1.1062,66.7301,104.44,1.2417
08-Nov-2016,0.77,1.3337,6.777,1.1038,66.7073,104.45,1.2406
09-Nov-2016,0.7596,1.3408,6.7725,1.1022,66.7968,101.9,1.24405
10-Nov-2016,0.7661,1.3475,6.7919,1.0895,66.4273,105.9,1.241
11-Nov-2016,0.7618,1.3475,6.8148,1.0904,67.0292,106.7,1.26205
14-Nov-2016,0.7546,1.3582,6.835,1.0777,67.0292,107.5,1.253
15-Nov-2016,0.7558,1.3468,6.8559,1.0765,67.7173,107.9,1.2426
16-Nov-2016,0.7552,1.3416,6.8702,1.0702,67.7791,109.0,1.2427
17-Nov-2016,0.7478,1.3429,6.8685,1.0717,67.9106,109.15,1.24905
18-Nov-2016,0.7394,1.3519,6.8907,1.0629,68.0937,110.6,1.24165
21-Nov-2016,0.7324,1.3437,6.8962,1.0631,68.2575,110.93,1.23835
22-Nov-2016,0.7398,1.3444,6.8901,1.0617,68.2317,110.5,1.24515
23-Nov-2016,0.7427,1.347,6.8934,1.0602,68.4772,110.5,1.2397
28-Nov-2016,0.7477,1.3401,6.903,1.0588,68.7235,112.1,1.2403
29-Nov-2016,0.7477,1.3435,6.8916,1.0576,68.6535,112.05,1.2475
30-Nov-2016,0.7474,1.3426,6.8858,1.0635,68.526,112.39,1.2452
01-Dec-2016,0.7408,1.3331,6.8941,1.0627,68.3734,114.4,1.2621
02-Dec-2016,0.7411,1.3298,6.8791,1.0642,68.3689,113.73,1.262
05-Dec-2016,0.7453,1.3272,6.8886,1.0702,68.1703,113.8,1.2732
06-Dec-2016,0.7459,1.3281,6.8752,1.0734,68.0322,113.68,1.2754
07-Dec-2016,0.743,1.3252,6.8907,1.073,67.8707,114.25,1.25935
08-Dec-2016,0.7497,1.3221,6.8802,1.0762,67.4325,113.4,1.26795
09-Dec-2016,0.7459,1.3164,6.9,1.0559,67.584,114.45,1.25995
12-Dec-2016,0.7453,1.314,6.9138,1.0596,67.584,115.5,1.2634
13-Dec-2016,0.7493,1.312,6.9005,1.061,67.4867,115.18,1.27065
14-Dec-2016,0.7492,1.3123,6.9045,1.0644,67.5604,115.17,1.26495
15-Dec-2016,0.7421,1.3397,6.9347,1.0419,67.7994,117.65,1.2483
16-Dec-2016,0.7362,1.3338,6.9488,1.0439,67.7777,118.2,1.24295
19-Dec-2016,0.7293,1.3397,6.9456,1.0422,67.7262,117.33,1.2416
20-Dec-2016,0.7254,1.3378,6.9507,1.0364,67.8954,117.24,1.23445
21-Dec-2016,0.726,1.3401,6.9499,1.0421,67.8724,117.93,1.2367
22-Dec-2016,0.7235,1.3468,6.9466,1.0444,67.9136,117.55,1.2337
23-Dec-2016,0.7205,1.3535,6.9496,1.0446,67.9117,117.55,1.2255
27-Dec-2016,0.7205,1.3535,6.9498,1.0445,67.9117,117.38,1.2255
28-Dec-2016,0.7202,1.3556,6.9548,1.0401,68.225,117.6,1.2232
29-Dec-2016,0.7205,1.3488,6.9544,1.0453,68.1241,116.75,1.2255
30-Dec-2016,0.7236,1.3427,6.9498,1.0541,67.9547,116.8,1.2302
03-Jan-2017,0.7234,1.3438,6.9552,1.0385,68.0864,116.8,1.22895
04-Jan-2017,0.724,1.3293,6.9541,1.0437,68.1791,117.93,1.22835
05-Jan-2017,0.7302,1.3216,6.8778,1.0501,67.7884,116.6,1.23055
06-Jan-2017,0.7318,1.3216,6.9225,1.0589,67.7884,115.7,1.2367
09-Jan-2017,0.731,1.3222,6.9333,1.0516,68.1863,115.7,1.2166
10-Jan-2017,0.7374,1.3208,6.9259,1.0567,68.0641,115.99,1.2143
11-Jan-2017,0.7381,1.3232,6.9264,1.0503,68.2276,116.0,1.21255
12-Jan-2017,0.7462,1.313,6.9105,1.0679,68.0858,115.05,1.2285
13-Jan-2017,0.7485,1.3135,6.8931,1.0661,68.231,114.99,1.2181
17-Jan-2017,0.75,1.306,6.8807,1.0684,68.0509,114.12,1.2222
18-Jan-2017,0.7552,1.3177,6.8451,1.0664,67.9364,113.05,1.2284
19-Jan-2017,0.7522,1.3329,6.8707,1.0668,68.1766,114.8,1.2327
23-Jan-2017,0.7562,1.3289,6.8575,1.0715,68.0843,113.88,1.24335
24-Jan-2017,0.7576,1.3152,6.8557,1.0748,68.157,112.78,1.2455
25-Jan-2017,0.7543,1.3075,6.8787,1.0743,68.1556,113.5,1.2579
26-Jan-2017,0.7543,1.3104,6.8803,1.07,68.1556,113.36,1.2592
27-Jan-2017,0.7528,1.3108,6.8803,1.0681,68.2043,115.0,1.25335
30-Jan-2017,0.7552,1.3093,6.8803,1.063,68.0426,114.4,1.2519
31-Jan-2017,0.7567,1.303,6.8803,1.0755,67.8125,113.6,1.24615
01-Feb-2017,0.7566,1.3089,6.8803,1.079,67.6458,113.0,1.2649
02-Feb-2017,0.7638,1.3019,6.8803,1.0808,67.448,112.5,1.2668
03-Feb-2017,0.7653,1.3004,6.8697,1.0741,67.3825,113.0,1.2486
06-Feb-2017,0.7665,1.3117,6.8637,1.0712,67.1958,112.55,1.24765
07-Feb-2017,0.7671,1.3167,6.8765,1.0675,67.3692,111.85,1.2378
08-Feb-2017,0.7632,1.3157,6.8842,1.0665,67.3058,112.4,1.249
09-Feb-2017,0.7625,1.3141,6.8635,1.0692,67.0123,112.18,1.2556
10-Feb-2017,0.7645,1.3074,6.8799,1.0629,66.9367,113.7,1.2451
13-Feb-2017,0.7665,1.3071,6.8797,1.0629,66.9663,113.9,1.2528
14-Feb-2017,0.7678,1.3093,6.8717,1.0623,66.9439,113.67,1.24635
15-Feb-2017,0.7671,1.3084,6.8682,1.0555,66.9193,114.33,1.2425
16-Feb-2017,0.7713,1.3084,6.8618,1.0652,66.9468,113.85,1.2494
17-Feb-2017,0.7709,1.3116,6.8706,1.065,67.0467,113.44,1.2416
21-Feb-2017,0.7668,1.3149,6.8855,1.0537,67.0467,113.5,1.24205
22-Feb-2017,0.7691,1.3187,6.8784,1.0513,66.9644,113.58,1.2434
23-Feb-2017,0.7687,1.3109,6.8758,1.0573,66.8351,113.36,1.2477
24-Feb-2017,0.7717,1.3104,6.8704,1.0609,66.8351,112.85,1.25515
27-Feb-2017,0.7695,1.3101,6.8733,1.0587,66.7249,112.15,1.2416
28-Feb-2017,0.7688,1.3248,6.8692,1.0597,66.7375,112.55,1.244
01-Mar-2017,0.7656,1.3338,6.8792,1.0533,66.8482,113.0,1.2315
02-Mar-2017,0.7655,1.3387,6.8823,1.0514,66.7433,114.0,1.2281
03-Mar-2017,0.7562,1.3405,6.903,1.0565,66.8354,114.25,1.2225
06-Mar-2017,0.7573,1.3404,6.8967,1.0592,66.7559,113.8,1.2259
07-Mar-2017,0.762,1.3417,6.8995,1.0576,66.6347,114.0,1.21875
08-Mar-2017,0.759,1.3475,6.9041,1.0556,66.6362,113.67,1.2149
09-Mar-2017,0.7514,1.3513,6.9134,1.0551,66.7707,114.44,1.2152
10-Mar-2017,0.7522,1.3464,6.9169,1.0606,66.688,115.2,1.2143
13-Mar-2017,0.7522,1.3447,6.9062,1.0663,66.688,114.85,1.2225
14-Mar-2017,0.7522,1.3447,6.9194,1.0631,66.688,114.85,1.2128
15-Mar-2017,0.7574,1.3428,6.911,1.0622,65.5146,114.8,1.21915
16-Mar-2017,0.7678,1.3319,6.8935,1.0726,65.3836,113.4,1.2295
17-Mar-2017,0.7689,1.3337,6.9073,1.0737,65.5411,113.45,1.23595
20-Mar-2017,0.7724,1.3358,6.905,1.0752,65.3827,113.45,1.2384
21-Mar-2017,0.7708,1.3317,6.8982,1.0802,65.3117,112.7,1.2462
22-Mar-2017,0.7668,1.336,6.8856,1.0807,65.4881,111.51,1.2449
23-Mar-2017,0.7662,1.3336,6.8879,1.0786,65.422,111.48,1.25
24-Mar-2017,0.7618,1.3374,6.8937,1.0805,65.4581,111.34,1.2497
27-Mar-2017,0.7633,1.3373,6.8752,1.0889,65.0892,110.39,1.25875
