Date,Australian dollar(AUD),Canadian dollar(CAD),Chinese yuan(CNY),Euro(EUR),Indian rupee(INR),Japanese yen(JPY),U.K. pound(GBP)
18-Mar-2024,0.6566,1.3541,7.1981,1.0892,82.9078,149.25,1.27445
19-Mar-2024,0.6529,1.3581,7.1994,1.0854,82.9401,149.2,1.2693
20-Mar-2024,0.6526,1.3581,7.1994,1.0844,83.1022,149.2,1.26935
21-Mar-2024,0.6624,1.3581,7.1995,1.0907,83.1308,150.83,1.2733
22-Mar-2024,0.6525,1.3581,7.2269,1.0823,83.3546,151.5,1.2583
25-Mar-2024,0.6528,1.3583,7.2065,1.0835,83.3546,151.38,1.26385
26-Mar-2024,0.6539,1.3572,7.2192,1.0855,83.3559,151.31,1.26535
27-Mar-2024,0.6529,1.3587,7.2287,1.0816,83.3255,151.75,1.26135
28-Mar-2024,0.6532,1.355,7.2264,1.0811,83.3739,151.4,1.26125
29-Mar-2024,0.6532,1.355,7.2245,1.0811,83.3739,151.25,1.26125
01-Apr-2024,0.6532,1.3574,7.2302,1.0811,83.3739,151.38,1.26125
02-Apr-2024,0.649,1.3572,7.2353,1.0749,83.3585,151.7,1.2566
03-Apr-2024,0.6519,1.3572,7.2356,1.0783,83.4204,151.52,1.2579
04-Apr-2024,0.6587,1.3572,7.2356,1.0852,83.4475,151.62,1.26605
05-Apr-2024,0.6572,1.3572,7.2356,1.0841,83.4073,150.92,1.26325
08-Apr-2024,0.6579,1.3582,7.2338,1.0823,83.3176,151.77,1.26335
09-Apr-2024,0.6608,1.3578,7.2338,1.0867,83.3176,151.91,1.26855
10-Apr-2024,0.6621,1.3671,7.2329,1.086,83.2253,151.75,1.2698
11-Apr-2024,0.6523,1.3692,7.2368,1.0729,83.2253,152.86,1.254
12-Apr-2024,0.6526,1.3766,7.2375,1.0652,83.3931,153.01,1.24705
15-Apr-2024,0.6488,1.3764,7.2386,1.0656,83.4422,153.39,1.24945
16-Apr-2024,0.6426,1.3764,7.2396,1.0637,83.4982,154.36,1.24475
17-Apr-2024,0.6408,1.3794,7.2382,1.0638,83.4982,154.73,1.24565
18-Apr-2024,0.6448,1.3764,7.2394,1.0679,83.517,154.35,1.24785
19-Apr-2024,0.6397,1.3748,7.2407,1.0653,83.5214,154.66,1.24355
22-Apr-2024,0.6434,1.3715,7.2436,1.0632,83.4113,154.74,1.23255
23-Apr-2024,0.6455,1.3673,7.2464,1.0674,83.3765,154.77,1.23515
24-Apr-2024,0.6519,1.3709,7.2458,1.0686,83.2987,154.8,1.24395
25-Apr-2024,0.6519,1.3689,7.2472,1.072,83.3758,155.41,1.2507
26-Apr-2024,0.6539,1.3668,7.246,1.0714,83.3395,155.63,1.25135
29-Apr-2024,0.6569,1.3658,7.2466,1.072,83.4392,155.63,1.25305
30-Apr-2024,0.6525,1.3746,7.242,1.0718,83.5187,156.82,1.25405
01-May-2024,0.6475,1.3759,7.242,1.0718,83.5187,157.83,1.24835
02-May-2024,0.6541,1.3698,7.242,1.0698,83.4526,156.0,1.25115
03-May-2024,0.6579,1.3698,7.242,1.0744,83.3795,156.0,1.25585
06-May-2024,0.6613,1.3661,7.2154,1.0776,83.4725,156.0,1.25585
07-May-2024,0.66,1.3705,7.215,1.0766,83.5015,154.05,1.2543
08-May-2024,0.6579,1.3734,7.2257,1.0743,83.5147,154.88,1.2498
09-May-2024,0.6577,1.3692,7.2254,1.0732,83.4976,155.55,1.246
10-May-2024,0.661,1.3665,7.225,1.0779,83.4946,155.58,1.2532
13-May-2024,0.6596,1.3665,7.2345,1.0795,83.5234,155.92,1.25335
14-May-2024,0.66,1.3665,7.2372,1.0796,83.5201,156.38,1.25555
15-May-2024,0.6648,1.3665,7.2233,1.0832,83.5092,156.42,1.26055
16-May-2024,0.6679,1.362,7.2176,1.0866,83.5011,154.0,1.2669
17-May-2024,0.6673,1.3615,7.2219,1.0844,83.4815,155.47,1.265
20-May-2024,0.6704,1.3615,7.2318,1.0861,83.4815,155.85,1.27025
21-May-2024,0.6658,1.3649,7.2387,1.0864,83.3614,156.45,1.27165
22-May-2024,0.6674,1.3674,7.2397,1.083,83.2301,156.27,1.27235
23-May-2024,0.6621,1.3702,7.2445,1.0854,83.2301,156.8,1.27255
24-May-2024,0.66,1.3673,7.2448,1.084,83.1219,157.07,1.27215
28-May-2024,0.6667,1.3638,7.247,1.0882,83.1644,156.8,1.27795
29-May-2024,0.6647,1.37,7.2487,1.0857,83.327,157.38,1.27465
30-May-2024,0.6597,1.3678,7.2463,1.0815,83.4231,156.71,1.27135
31-May-2024,0.6637,1.3637,7.2426,1.0852,83.2988,156.65,1.2722
03-Jun-2024,0.6646,1.3635,7.2463,1.0842,83.0659,157.15,1.27145
04-Jun-2024,0.6668,1.3681,7.2454,1.0865,83.5021,156.4,1.2753
05-Jun-2024,0.6658,1.3696,7.2459,1.0872,83.3898,155.25,1.27715
06-Jun-2024,0.666,1.3686,7.2468,1.0865,83.4649,155.9,1.27805
07-Jun-2024,0.6672,1.374,7.2433,1.0898,83.4257,155.7,1.2792
10-Jun-2024,0.6672,1.3765,7.2433,1.0756,83.4919,156.95,1.26965
11-Jun-2024,0.6602,1.3767,7.2542,1.073,83.5054,157.25,1.2743
12-Jun-2024,0.6621,1.37,7.2537,1.0765,83.5645,157.17,1.27615
13-Jun-2024,0.6642,1.3746,7.2519,1.0784,83.5469,156.8,1.27755
14-Jun-2024,0.6626,1.3746,7.2558,1.0686,83.5458,157.23,1.27055
17-Jun-2024,0.6601,1.3743,7.256,1.0712,83.5458,157.44,1.26695
18-Jun-2024,0.6626,1.3723,7.2561,1.0715,83.4817,157.68,1.2689
20-Jun-2024,0.6669,1.3698,7.2602,1.0719,83.5265,158.03,1.2694
21-Jun-2024,0.6665,1.3702,7.2611,1.0688,83.586,159.0,1.26335
24-Jun-2024,0.6641,1.3663,7.2618,1.073,83.5138,159.81,1.2664
25-Jun-2024,0.6664,1.3659,7.2628,1.0714,83.4275,159.5,1.26875
26-Jun-2024,0.6686,1.3696,7.2666,1.0689,83.5409,159.72,1.26565
27-Jun-2024,0.6666,1.369,7.2689,1.0696,83.4896,160.67,1.26515
28-Jun-2024,0.6624,1.3687,7.2663,1.0705,83.4534,160.95,1.26565
01-Jul-2024,0.6668,1.3687,7.2681,1.0745,83.4043,161.17,1.26735
02-Jul-2024,0.6646,1.3697,7.2714,1.0729,83.515,161.64,1.26425
03-Jul-2024,0.6673,1.3637,7.2735,1.0758,83.515,161.53,1.27025
08-Jul-2024,0.6744,1.3634,7.2698,1.0835,83.4755,160.72,1.28165
09-Jul-2024,0.6744,1.3638,7.2717,1.0814,83.4843,161.0,1.2814
10-Jul-2024,0.6744,1.362,7.2759,1.0825,83.4923,161.49,1.28085
11-Jul-2024,0.6761,1.3624,7.2707,1.0855,83.4923,161.6,1.28775
12-Jul-2024,0.6772,1.3628,7.2602,1.089,83.5385,158.2,1.29615
15-Jul-2024,0.6775,1.3664,7.2637,1.0907,83.5658,158.2,1.29785
16-Jul-2024,0.6738,1.3686,7.266,1.0902,83.5781,158.38,1.29665
17-Jul-2024,0.6736,1.3685,7.2662,1.0934,83.5781,158.51,1.30335
18-Jul-2024,0.6739,1.3696,7.2582,1.093,83.6393,155.75,1.29915
19-Jul-2024,0.6701,1.3727,7.2675,1.089,83.6405,157.38,1.29215
22-Jul-2024,0.6663,1.3755,7.2737,1.0888,83.6654,157.45,1.29405
23-Jul-2024,0.6633,1.3768,7.2744,1.086,83.6625,156.72,1.29025
24-Jul-2024,0.6595,1.3794,7.2753,1.0848,83.7028,155.85,1.29075
25-Jul-2024,0.6546,1.3819,7.2265,1.0851,83.7075,153.25,1.28755
26-Jul-2024,0.6555,1.383,7.2498,1.086,83.7272,153.99,1.28735
29-Jul-2024,0.6552,1.3852,7.2567,1.0817,83.7371,153.78,1.2846
30-Jul-2024,0.6556,1.3851,7.2539,1.0824,83.7328,154.04,1.2856
31-Jul-2024,0.6491,1.3809,7.2226,1.0828,83.744,152.4,1.28415
01-Aug-2024,0.6534,1.3846,7.2426,1.0789,83.7251,149.55,1.27705
